price,area,lot.area,lot.shape,utilities,land.slope,overall.qual,overall.cond,year.built,year.remod.add,mas.vnr.area,exter.qual,exter.cond,bsmt.qual,bsmt.cond,bsmt.exposure,bsmtfin.type.1,bsmtfin.sf.1,bsmtfin.type.2,bsmtfin.sf.2,bsmt.unf.sf,total.bsmt.sf,heating.qc,electrical,x1st.flr.sf,x2nd.flr.sf,low.qual.fin.sf,bsmt.full.bath,bsmt.half.bath,full.bath,half.bath,bedroom.abvgr,kitchen.abvgr,kitchen.qual,totrms.abvgrd,functional,fireplaces,fireplace.qu,garage.yr.blt,garage.finish,garage.cars,garage.area,garage.qual,garage.cond,paved.drive,wood.deck.sf,open.porch.sf,enclosed.porch,x3ssn.porch,screen.porch,pool.area,pool.qc,fence,misc.val,mo.sold,yr.sold
159000,1256,8000,3,3,2,5,6,1959,1959,0.0,2,2,3,3,1,BLQ,476.0,Rec,488.0,292.0,1256.0,3,3,1256,0,0,1.0,0.0,1,1,3,1,3,6,7,0,0,1959.0,2,1.0,311.0,3,3,2,0,240,0,0,0,0,0,0,0,5,2008
214000,1235,3760,2,3,2,8,5,1980,1980,0.0,3,2,4,3,4,GLQ,1009.0,LwQ,182.0,44.0,1235.0,3,4,1235,0,0,1.0,0.0,1,0,1,1,2,4,7,3,3,1980.0,3,2.0,484.0,3,3,2,133,78,0,0,0,0,0,0,0,5,2006
125500,1360,7200,3,3,2,5,6,1938,1995,0.0,2,2,3,3,1,Unf,0.0,Unf,0.0,803.0,803.0,4,4,803,557,0,0.0,0.0,1,1,2,1,3,6,7,0,0,1951.0,1,1.0,297.0,3,3,2,0,65,190,0,0,0,0,3,0,7,2006
140000,1499,9000,3,3,2,5,6,1946,1950,0.0,2,2,3,3,1,Rec,445.0,Unf,0.0,459.0,904.0,4,3,904,595,0,0.0,0.0,1,0,3,1,2,5,7,1,1,1959.0,1,3.0,869.0,3,4,2,0,20,0,0,0,0,0,0,0,6,2008
275000,1904,10927,3,3,2,8,5,2005,2005,280.0,3,2,4,3,3,GLQ,546.0,Unf,0.0,512.0,1058.0,4,4,1058,846,0,1.0,0.0,2,1,3,1,4,8,7,1,4,2003.0,3,2.0,736.0,3,3,2,179,60,0,0,0,0,0,0,0,6,2006
157500,1096,13014,3,3,2,6,5,1978,1978,39.0,2,2,3,3,3,ALQ,528.0,Unf,0.0,480.0,1008.0,2,4,1096,0,0,1.0,0.0,1,0,3,1,2,6,7,1,2,1978.0,1,2.0,484.0,3,3,2,168,0,0,0,0,0,0,0,0,12,2008
138887,1784,13132,3,3,2,5,5,1914,1950,0.0,2,2,4,3,2,Unf,0.0,Unf,0.0,747.0,747.0,3,2,892,892,0,0.0,0.0,1,1,4,1,2,9,7,0,0,1914.0,1,1.0,180.0,2,2,0,203,40,0,0,0,0,0,0,0,7,2006
114000,1298,11200,2,3,2,5,3,1964,1964,0.0,2,1,3,3,2,Unf,0.0,Unf,0.0,1250.0,1250.0,4,4,1298,0,0,0.0,0.0,2,0,3,1,2,5,7,0,0,1964.0,1,2.0,504.0,3,2,0,0,144,0,0,0,0,0,0,0,6,2010
321000,2494,10236,2,3,2,8,5,1994,1995,501.0,3,2,4,3,4,GLQ,380.0,BLQ,168.0,742.0,1290.0,4,4,1305,1189,0,1.0,0.0,2,1,4,1,3,9,7,1,3,1994.0,3,3.0,803.0,3,3,2,200,95,0,0,0,0,0,4,0,6,2006
141500,1436,6720,3,3,2,6,7,1921,1950,0.0,2,2,3,3,1,Unf,0.0,Unf,0.0,585.0,585.0,2,4,851,585,0,0.0,0.0,1,0,3,1,2,7,7,1,4,1992.0,1,1.0,228.0,3,3,2,184,0,0,0,0,0,0,0,0,4,2007
157000,1762,7200,3,3,2,7,7,1920,1950,0.0,2,2,2,3,1,Unf,0.0,Unf,0.0,596.0,596.0,4,4,998,764,0,1.0,0.0,1,1,4,1,3,8,7,0,0,1989.0,1,2.0,576.0,3,3,0,36,0,221,0,0,0,0,0,0,10,2006
140000,1121,8546,3,3,2,4,5,2003,2004,0.0,2,2,4,3,1,Unf,0.0,Unf,0.0,1121.0,1121.0,4,4,1121,0,0,0.0,0.0,2,0,2,1,2,5,7,0,0,2003.0,2,2.0,440.0,3,3,2,132,64,0,0,0,0,0,0,0,3,2010
198500,1725,8749,3,3,2,7,5,2002,2002,,3,2,4,3,1,Unf,0.0,Unf,0.0,840.0,840.0,4,4,840,885,0,0.0,0.0,2,1,3,1,3,6,7,0,0,2002.0,2,2.0,550.0,3,3,2,0,48,0,0,0,0,0,0,0,11,2009
159000,1218,9605,3,3,2,7,6,2007,2007,0.0,3,2,4,3,1,Unf,0.0,Unf,0.0,1218.0,1218.0,4,4,1218,0,0,0.0,0.0,1,1,3,1,3,6,7,0,0,2007.0,2,2.0,576.0,3,3,2,0,178,0,0,0,0,0,0,0,4,2009
124900,1869,8820,3,3,2,5,6,1890,1996,0.0,2,2,3,3,1,LwQ,1088.0,Unf,0.0,0.0,1088.0,2,4,1188,561,120,0.0,0.0,1,0,2,1,2,7,7,0,0,1963.0,1,2.0,456.0,3,3,2,48,0,244,0,0,0,0,1,0,9,2009
124900,1001,6060,3,3,2,5,9,1930,2007,0.0,3,2,3,3,1,ALQ,737.0,Unf,0.0,100.0,837.0,4,4,1001,0,0,0.0,0.0,1,0,2,1,3,5,7,0,0,1930.0,1,1.0,216.0,3,1,0,154,0,42,86,0,0,0,0,0,11,2007
147900,1097,16561,1,3,1,5,5,1996,1996,0.0,2,2,4,3,1,ALQ,549.0,Unf,0.0,548.0,1097.0,4,4,1097,0,0,1.0,0.0,1,1,3,1,2,6,7,0,0,1996.0,1,1.0,242.0,3,3,2,306,0,0,0,0,0,0,4,0,7,2007
269500,2787,11855,3,3,2,7,5,2000,2000,23.0,2,2,5,3,1,GLQ,820.0,Unf,0.0,348.0,1168.0,4,4,1168,1619,0,2.0,0.0,4,2,6,2,2,8,7,2,3,2000.0,3,4.0,820.0,3,3,2,312,0,0,0,0,0,0,0,0,10,2009
159000,1664,5000,3,3,2,6,7,1947,1950,0.0,2,3,3,3,1,ALQ,399.0,Unf,0.0,605.0,1004.0,4,4,1004,660,0,0.0,0.0,2,0,3,1,2,7,7,2,4,1950.0,1,2.0,420.0,3,3,2,0,24,36,0,0,0,0,0,0,10,2006
79000,896,5940,2,3,2,4,7,1946,1950,0.0,2,2,0,0,0,,,,,,,2,3,896,0,0,,,1,0,2,1,2,4,7,0,0,1946.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,3,0,4,2008
137500,1422,12375,3,3,2,5,5,1951,1951,41.0,2,1,3,3,1,BLQ,329.0,Unf,0.0,477.0,806.0,2,4,1081,341,0,1.0,0.0,1,0,3,1,2,7,7,1,3,1951.0,1,1.0,288.0,3,3,2,0,0,0,0,0,0,0,2,0,6,2006
230000,1852,9066,2,3,2,8,5,1999,2000,320.0,3,2,4,3,2,GLQ,668.0,Unf,0.0,336.0,1004.0,4,4,1004,848,0,0.0,0.0,2,1,3,1,3,7,7,2,3,1999.0,3,3.0,660.0,3,3,2,224,106,0,0,0,0,0,4,0,12,2008
139500,1627,9142,3,3,2,5,5,1900,2006,0.0,2,1,2,3,1,Unf,0.0,Unf,0.0,797.0,797.0,2,3,830,797,0,0.0,0.0,2,0,4,2,2,10,7,0,0,1950.0,1,2.0,420.0,2,1,0,192,0,60,0,0,0,0,0,0,2,2008
157000,1949,8235,3,3,2,5,4,1977,1977,99.0,2,2,3,3,1,Rec,483.0,Unf,0.0,1466.0,1949.0,2,4,1949,0,0,0.0,0.0,2,0,6,2,2,10,7,0,0,1977.0,2,2.0,586.0,3,3,2,32,0,0,0,0,0,0,0,0,5,2006
200100,1802,7588,3,3,2,7,6,1920,1950,0.0,2,2,2,3,1,LwQ,352.0,Unf,0.0,441.0,793.0,3,4,901,901,0,0.0,0.0,1,1,4,1,2,9,7,1,4,1920.0,1,1.0,216.0,2,3,2,0,0,40,0,0,0,0,0,0,7,2006
141000,1375,9000,3,3,2,6,6,1937,1950,0.0,2,3,3,3,1,Unf,0.0,Unf,0.0,780.0,780.0,2,4,780,595,0,0.0,0.0,1,1,3,1,3,6,7,1,4,1979.0,1,1.0,544.0,3,3,1,0,162,0,0,126,0,0,0,0,12,2007
82000,540,8154,3,3,2,2,5,1941,1950,0.0,2,2,3,3,1,BLQ,480.0,Unf,0.0,0.0,480.0,2,4,540,0,0,0.0,0.0,1,0,1,1,2,4,7,0,0,1951.0,1,1.0,200.0,2,2,0,0,0,0,0,0,0,0,0,0,4,2010
149900,1293,11027,2,3,2,6,5,1954,1954,28.0,2,2,3,3,1,BLQ,468.0,Rec,539.0,171.0,1178.0,3,4,1293,0,0,1.0,0.0,2,0,2,1,2,5,7,0,0,1954.0,2,2.0,452.0,3,3,2,280,0,0,0,0,0,0,0,0,5,2006
179600,1422,8500,3,3,2,7,5,2004,2004,106.0,3,2,4,3,3,Unf,0.0,Unf,0.0,1422.0,1422.0,4,4,1422,0,0,0.0,0.0,2,0,3,1,3,7,7,0,0,2004.0,2,2.0,626.0,3,3,2,192,60,0,0,0,0,0,0,0,11,2007
114000,1159,7506,3,3,2,5,8,1925,1950,0.0,2,3,3,3,1,Unf,0.0,Unf,0.0,747.0,747.0,2,4,747,412,0,0.0,0.0,1,0,3,1,2,5,7,0,0,1932.0,1,1.0,288.0,2,3,0,84,0,96,0,0,0,0,0,0,5,2008
124500,1041,9600,3,3,2,5,6,1959,1959,132.0,2,2,3,3,1,ALQ,991.0,Unf,0.0,50.0,1041.0,4,4,1041,0,0,1.0,0.0,1,0,3,1,2,6,7,0,0,1959.0,2,1.0,270.0,3,3,2,224,88,0,0,0,0,0,3,0,7,2009
181316,1516,8803,2,3,2,6,5,1994,1995,0.0,2,2,4,3,1,GLQ,600.0,Unf,0.0,107.0,707.0,3,4,707,809,0,1.0,0.0,2,1,3,1,3,7,7,1,3,1994.0,3,2.0,409.0,3,3,2,0,46,0,0,0,0,0,0,0,7,2009
99000,925,7000,3,3,2,5,6,1961,1961,0.0,2,2,0,0,0,,0.0,,0.0,0.0,0.0,3,4,925,0,0,0.0,0.0,1,0,3,1,2,7,7,0,0,1961.0,3,1.0,300.0,3,3,2,0,0,0,0,0,0,0,0,0,7,2007
141000,2233,9555,2,3,2,5,6,1979,1979,0.0,2,2,0,0,0,,0.0,,0.0,0.0,0.0,2,4,1100,1133,0,0.0,0.0,2,1,5,2,2,11,7,0,0,1979.0,3,2.0,579.0,3,4,2,0,0,0,0,0,0,0,0,0,2,2007
132000,1268,7800,3,3,2,5,6,1954,1954,200.0,2,2,3,3,1,LwQ,540.0,Unf,0.0,728.0,1268.0,3,4,1268,0,0,0.0,0.0,1,0,2,1,2,7,7,1,4,1954.0,3,1.0,244.0,3,3,2,0,98,0,0,0,0,0,0,0,3,2010
139000,816,11625,2,3,2,5,7,1983,1983,0.0,2,2,4,3,1,ALQ,596.0,Unf,0.0,220.0,816.0,2,4,816,0,0,1.0,0.0,1,0,2,1,2,4,7,0,0,1983.0,3,1.0,264.0,3,3,2,330,0,0,0,0,0,0,3,0,5,2007
224000,1640,14778,2,3,2,6,7,1954,2006,72.0,3,2,3,3,1,BLQ,728.0,Unf,0.0,568.0,1296.0,4,4,1640,0,0,1.0,0.0,1,0,3,1,3,7,7,1,4,1993.0,1,2.0,924.0,3,3,2,108,0,0,216,0,0,0,0,0,11,2008
225000,2008,7800,3,3,1,5,8,1948,2002,0.0,2,3,3,4,1,GLQ,603.0,Unf,0.0,293.0,896.0,4,4,1112,896,0,1.0,0.0,3,0,3,1,4,8,7,0,0,1948.0,1,1.0,230.0,3,3,2,103,0,0,0,0,0,0,0,0,8,2006
129900,816,7100,2,3,2,5,7,1957,1957,0.0,2,2,3,3,1,GLQ,708.0,Unf,0.0,108.0,816.0,2,3,816,0,0,1.0,0.0,1,0,2,1,2,5,7,0,0,1957.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,0,7,2006
223500,1786,11250,2,3,2,7,5,2001,2002,162.0,3,2,4,3,2,GLQ,486.0,Unf,0.0,434.0,920.0,4,4,920,866,0,1.0,0.0,2,1,3,1,3,6,7,1,3,2001.0,2,2.0,608.0,3,3,2,0,42,0,0,0,0,0,0,0,9,2008
212000,1768,10769,2,3,2,8,5,2007,2007,0.0,3,2,4,3,3,GLQ,20.0,Unf,0.0,846.0,866.0,4,4,866,902,0,0.0,0.0,2,1,3,1,3,7,7,0,0,2007.0,2,2.0,578.0,3,3,2,144,105,0,0,0,0,0,0,0,4,2009
130000,894,9764,2,3,2,5,7,1967,2003,0.0,2,2,3,3,1,BLQ,702.0,Unf,0.0,192.0,894.0,4,4,894,0,0,1.0,0.0,1,0,3,1,3,5,7,0,0,1967.0,2,2.0,450.0,3,3,2,0,0,0,0,0,0,0,0,0,5,2008
301000,2048,8010,2,3,2,8,5,2003,2004,0.0,3,2,5,3,1,GLQ,964.0,Unf,0.0,90.0,1054.0,4,4,1072,976,0,1.0,0.0,2,1,3,1,3,8,7,2,4,2003.0,1,2.0,552.0,3,3,2,0,48,0,0,180,0,0,0,0,8,2007
315000,2630,9200,3,3,2,8,5,1998,1998,473.0,3,2,4,3,1,GLQ,986.0,Unf,0.0,484.0,1470.0,3,4,1470,1160,0,1.0,0.0,2,1,4,1,3,8,7,1,3,1998.0,3,3.0,696.0,3,3,2,0,66,0,0,0,0,0,0,0,6,2008
301000,2730,10380,2,3,2,7,5,1986,1987,172.0,3,2,3,3,4,LwQ,28.0,ALQ,1474.0,0.0,1502.0,4,4,1553,1177,0,1.0,0.0,2,1,4,1,3,8,7,1,3,1987.0,3,2.0,576.0,3,3,2,201,96,0,0,0,0,0,3,0,8,2007
220000,1874,7500,3,3,2,8,5,2000,2001,0.0,3,2,4,3,1,Unf,0.0,Unf,0.0,1058.0,1058.0,4,4,1058,816,0,0.0,0.0,2,1,3,1,3,7,7,1,3,2000.0,3,2.0,588.0,3,3,2,0,134,0,0,0,0,0,0,0,3,2009
127500,1278,7200,3,3,2,6,5,1954,1954,0.0,2,2,3,3,1,Rec,673.0,Unf,0.0,181.0,854.0,1,3,854,424,0,0.0,0.0,1,0,4,1,2,6,7,0,0,1954.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,1,0,4,2008
148800,1120,10710,3,3,2,5,7,1966,2004,165.0,3,2,3,3,1,BLQ,644.0,Unf,0.0,220.0,864.0,4,4,1120,0,0,0.0,1.0,1,0,3,1,2,5,7,1,3,1966.0,2,2.0,656.0,3,3,2,0,162,0,0,0,0,0,0,1200,7,2009
210000,1801,14210,2,3,2,6,7,1930,1959,0.0,2,2,3,3,1,Unf,0.0,Unf,0.0,697.0,697.0,4,4,1104,697,0,0.0,0.0,1,1,3,1,2,8,7,1,4,1930.0,1,2.0,365.0,2,3,2,0,90,0,0,0,0,0,3,0,11,2006
315750,2398,11787,2,3,2,7,5,1996,1997,594.0,3,2,4,3,1,GLQ,719.0,Unf,0.0,660.0,1379.0,4,4,1383,1015,0,1.0,0.0,2,1,3,1,3,8,7,1,3,1996.0,3,3.0,834.0,3,3,2,239,60,0,0,0,0,0,0,0,8,2007
175900,1569,3635,3,3,2,7,5,2007,2007,130.0,3,2,4,3,1,ALQ,988.0,Unf,0.0,398.0,1386.0,4,4,1569,0,0,0.0,1.0,2,0,1,1,3,7,7,1,3,2007.0,2,3.0,660.0,3,3,2,143,20,0,0,0,0,0,0,0,5,2009
263550,2232,11692,2,3,2,8,5,1993,1994,372.0,3,2,4,3,1,GLQ,624.0,Unf,0.0,549.0,1173.0,4,4,1215,1017,0,1.0,0.0,2,1,3,1,3,8,7,1,3,1993.0,2,2.0,623.0,3,3,2,173,165,0,0,0,0,0,0,0,10,2009
150000,2944,24572,2,3,2,9,3,1977,1977,1050.0,3,3,4,3,1,GLQ,410.0,Unf,0.0,584.0,994.0,2,4,1599,1345,0,0.0,0.0,2,2,3,1,3,9,7,1,4,1977.0,2,3.0,864.0,3,3,2,140,70,16,0,0,0,0,0,0,6,2008
155000,990,9750,3,3,1,5,7,1994,1994,0.0,2,2,4,3,1,GLQ,722.0,Unf,0.0,268.0,990.0,4,4,990,0,0,1.0,0.0,1,0,3,1,2,5,7,0,0,1997.0,1,2.0,528.0,3,3,2,168,0,0,0,0,0,0,0,0,8,2008
166000,1151,3523,2,3,2,8,5,2006,2007,30.0,3,2,4,3,1,GLQ,60.0,Unf,0.0,1081.0,1141.0,4,4,1151,0,0,1.0,0.0,2,0,2,1,3,5,7,0,0,2006.0,3,2.0,484.0,3,3,2,0,60,0,0,0,0,0,0,0,2,2007
230000,1492,8000,3,3,2,7,5,2002,2002,0.0,3,2,4,3,1,GLQ,833.0,Unf,0.0,659.0,1492.0,4,4,1492,0,0,1.0,0.0,2,0,3,1,3,6,7,1,4,2002.0,2,2.0,596.0,3,3,2,277,137,0,0,0,0,0,0,0,4,2010
195000,1256,4217,2,3,2,6,5,2008,2008,252.0,3,2,4,3,1,GLQ,962.0,Unf,0.0,183.0,1145.0,4,4,1256,0,0,1.0,0.0,1,1,1,1,3,5,7,1,4,2008.0,3,2.0,641.0,3,3,2,0,169,0,0,0,0,0,0,0,3,2009
114500,912,10150,3,3,2,5,5,1958,1958,1.0,2,2,3,3,1,Rec,456.0,Unf,0.0,456.0,912.0,4,3,912,0,0,0.0,0.0,1,0,2,1,2,5,7,0,0,1958.0,2,1.0,275.0,3,3,2,0,0,0,0,0,0,0,0,0,7,2007
180400,1465,8402,2,3,2,6,5,1998,1998,0.0,2,2,4,3,1,Unf,0.0,Unf,0.0,789.0,789.0,3,4,789,676,0,0.0,0.0,2,1,3,1,2,7,7,1,4,1998.0,3,2.0,393.0,3,3,2,0,75,0,0,0,0,0,0,0,5,2010
159000,1384,13300,3,3,2,5,5,1956,2001,0.0,2,2,3,3,1,Rec,494.0,Unf,0.0,521.0,1015.0,3,4,1384,0,0,1.0,0.0,1,0,2,1,2,6,6,0,0,2001.0,1,2.0,896.0,3,3,2,75,0,0,323,0,0,0,0,400,6,2006
216000,1674,7500,3,3,2,7,5,2000,2000,0.0,3,2,4,3,1,GLQ,533.0,Unf,0.0,281.0,814.0,4,4,814,860,0,1.0,0.0,2,1,3,1,3,7,7,0,0,2000.0,2,2.0,663.0,3,3,2,0,96,0,0,0,0,0,0,0,1,2010
250000,1611,11664,3,3,2,7,5,2002,2002,0.0,3,2,4,3,3,GLQ,1234.0,Unf,0.0,335.0,1569.0,4,4,1611,0,0,1.0,0.0,2,0,3,1,3,6,7,0,0,2002.0,2,3.0,1231.0,3,3,2,262,93,0,0,0,0,0,0,0,9,2009
145500,1053,10007,2,3,2,5,7,1959,2006,54.0,3,2,3,3,1,ALQ,806.0,Unf,0.0,247.0,1053.0,4,4,1053,0,0,1.0,0.0,1,1,3,1,3,5,7,0,0,1959.0,2,1.0,312.0,3,3,2,0,0,0,0,0,0,0,3,0,8,2008
145000,960,10246,2,3,2,4,9,1965,2001,0.0,2,3,3,4,3,GLQ,648.0,Unf,0.0,0.0,648.0,4,4,960,0,0,1.0,1.0,0,0,0,1,2,3,7,0,0,1965.0,1,1.0,364.0,3,3,2,88,0,0,0,0,0,0,0,0,5,2006
230000,1981,17082,2,3,1,6,5,1978,1992,288.0,2,2,4,3,3,ALQ,964.0,Unf,0.0,153.0,1117.0,4,4,1117,864,0,1.0,0.0,2,1,4,1,3,8,7,1,3,1978.0,3,2.0,522.0,3,3,2,336,104,0,0,0,0,0,0,0,5,2010
126000,1656,6000,3,3,2,5,5,1967,1967,0.0,1,2,4,3,2,Rec,257.0,Unf,0.0,367.0,624.0,4,4,1092,564,0,0.0,0.0,1,1,3,1,2,7,4,1,1,1967.0,1,1.0,288.0,3,3,2,0,180,0,0,100,0,0,3,0,7,2008
200000,1729,8158,3,3,2,7,5,2002,2002,214.0,3,2,4,3,1,Unf,0.0,Unf,0.0,860.0,860.0,4,4,860,869,0,0.0,0.0,2,1,3,1,3,7,7,0,0,2002.0,3,2.0,542.0,3,3,2,386,63,0,0,0,0,0,0,0,8,2007
239000,2345,16560,2,3,2,6,8,1932,1950,0.0,2,2,4,3,1,Rec,503.0,Unf,0.0,449.0,952.0,2,4,1170,1175,0,0.0,0.0,2,1,4,1,2,9,7,1,4,1932.0,1,2.0,360.0,3,3,2,0,0,0,0,0,0,0,0,0,7,2006
82500,861,12342,2,3,2,4,5,1940,1950,0.0,2,2,3,3,1,BLQ,262.0,Unf,0.0,599.0,861.0,4,4,861,0,0,0.0,0.0,1,0,1,1,2,4,7,0,0,1961.0,1,2.0,539.0,3,3,2,158,0,0,0,0,0,0,0,0,3,2009
500000,2696,14300,3,3,1,9,5,2003,2004,1095.0,4,2,5,3,4,GLQ,1373.0,Unf,0.0,1473.0,2846.0,4,4,2696,0,0,1.0,0.0,2,1,3,1,4,10,7,2,4,2003.0,3,3.0,958.0,3,3,2,220,150,0,0,0,0,0,0,0,6,2010
